SingleCopyOG,Name,Product,Pathway,Orthogroup
OG0000443::H2,APX1,L-ascorbate peroxidase%2C cytosolic,Ascorbate and aldarate metabolism,OG0000443
OG0001005::H1,Bp10,L-ascorbate oxidase homolog,Ascorbate and aldarate metabolism,OG0001005
OG0001005::H2,Bp10,L-ascorbate oxidase homolog,Ascorbate and aldarate metabolism,OG0001005
OG0001107::H2,GULLO3,L-gulonolactone oxidase 3,Ascorbate and aldarate metabolism,OG0001107
OG0001107::H1,GULLO6,Probable L-gulonolactone oxidase 6,Ascorbate and aldarate metabolism,OG0001107
OG0056557::H1,GULLO6,Probable L-gulonolactone oxidase 6,Ascorbate and aldarate metabolism,OG0056557
OG0001370::H1,MIOX1,Inositol oxygenase 1,Ascorbate and aldarate metabolism,OG0001370
OG0001370::H2,MIOX2,Inositol oxygenase 2,Ascorbate and aldarate metabolism,OG0001370
OG0001922::H1,VTC2,GDP-L-galactose phosphorylase 1,Ascorbate and aldarate metabolism,OG0001922
OG0001922::H2,VTC2,GDP-L-galactose phosphorylase 1,Ascorbate and aldarate metabolism,OG0001922
OG0003944::H1,AFRR,Monodehydroascorbate reductase,Ascorbate and aldarate metabolism,OG0003944
OG0003944::H2,AFRR,Monodehydroascorbate reductase,Ascorbate and aldarate metabolism,OG0003944
OG0004665::H1,AAO,L-ascorbate oxidase,Ascorbate and aldarate metabolism,OG0004665
OG0004665::H2,AAO,L-ascorbate oxidase,Ascorbate and aldarate metabolism,OG0004665
OG0006572::H1,HISN7,Bifunctional phosphatase IMPL2%2C chloroplastic,Ascorbate and aldarate metabolism,OG0006572
OG0006572::NA,HISN7,Bifunctional phosphatase IMPL2%2C chloroplastic,Ascorbate and aldarate metabolism,OG0006572
OG0006711::H1,IMP3,Inositol monophosphatase 3,Ascorbate and aldarate metabolism,OG0006711
OG0008449::H1,GLDH,L-galactono-1%2C4-lactone dehydrogenase%2C mitochondrial,Ascorbate and aldarate metabolism,OG0008449
OG0008449::H2,GLDH,L-galactono-1%2C4-lactone dehydrogenase%2C mitochondrial,Ascorbate and aldarate metabolism,OG0008449
OG0008449::NA,,L-galactono-1%2C4-lactone dehydrogenase%2C mitochondrial,Ascorbate and aldarate metabolism,OG0008449
OG0009129::H1,LGALDH,L-galactose dehydrogenase,Ascorbate and aldarate metabolism,OG0009129
OG0009129::H2,LGALDH,L-galactose dehydrogenase,Ascorbate and aldarate metabolism,OG0009129
OG0009631::H1,MDAR4,Monodehydroascorbate reductase 4%2C peroxisomal,Ascorbate and aldarate metabolism,OG0009631
OG0011806::H1,MDAR5,Monodehydroascorbate reductase%2C chloroplastic/mitochondrial,Ascorbate and aldarate metabolism,OG0011806
OG0011806::H2,MDAR5,Monodehydroascorbate reductase%2C chloroplastic/mitochondrial,Ascorbate and aldarate metabolism,OG0011806
OG0011806::NA,MDAR5,Monodehydroascorbate reductase%2C chloroplastic/mitochondrial,Ascorbate and aldarate metabolism,OG0011806
OG0029265::H1,GULLO2,L-gulonolactone oxidase 2,Ascorbate and aldarate metabolism,OG0029265
OG0034415::NA,MDAR2,Monodehydroascorbate reductase 2,Ascorbate and aldarate metabolism,OG0034415
OG0000746::H1,Os03g0743400,Probable histone H2A variant 3,ATP,OG0000746
OG0000746::H2,Os03g0743400,Probable histone H2A variant 3,ATP,OG0000746
OG0000746::NA,H2AV,Histone H2A variant 1,ATP,OG0000746
OG0001474::H1,At1g54690,Probable histone H2AXb,ATP,OG0001474
OG0001474::H2,At1g54690,Probable histone H2AXb,ATP,OG0001474
OG0001477::H1,HDA19,Histone deacetylase 19,ATP,OG0001477
OG0001477::H2,HDA19,Histone deacetylase 19,ATP,OG0001477
OG0001912::H1,At5g14170,SWI/SNF complex component SNF12 homolog,ATP,OG0001912
OG0001912::H2,At5g14170,SWI/SNF complex component SNF12 homolog,ATP,OG0001912
OG0002069::H1,MSI1,WD-40 repeat-containing protein MSI1,ATP,OG0002069
OG0002069::H2,MSI1,Histone-binding protein MSI1,ATP,OG0002069
OG0002656::H1,MSI4,WD-40 repeat-containing protein MSI4,ATP,OG0002656
OG0002656::H2,MSI4,WD-40 repeat-containing protein MSI4,ATP,OG0002656
OG0017511::H1,MSI4,WD-40 repeat-containing protein MSI4,ATP,OG0017511
OG0002693::H1,At1g51060,Probable histone H2A.1,ATP,OG0002693
OG0002693::H2,At1g51060,Probable histone H2A.1,ATP,OG0002693
OG0002693::NA,At1g51060,Probable histone H2A.1,ATP,OG0002693
OG0002873::H1,Brpf3,Bromodomain and PHD finger-containing protein 3,ATP,OG0002873
OG0002873::H2,Brpf3,Bromodomain and PHD finger-containing protein 3,ATP,OG0002873
OG0003129::H2,MRG1,Protein MRG1,ATP,OG0003129
OG0003129::H1,MRG1,Protein MRG1,ATP,OG0003129
OG0003129::NA,MRG1,Protein MRG1,ATP,OG0003129
OG0003643::H1,TAF14B,Transcription initiation factor TFIID subunit 14b,ATP,OG0003643
OG0003643::H2,TAF14B,Transcription initiation factor TFIID subunit 14b,ATP,OG0003643
OG0003964::H2,trrap,Transformation/transcription domain-associated protein,ATP,OG0003964
OG0003990::H1,NFRKB,Nuclear factor related to kappa-B-binding protein,ATP,OG0003990
OG0003990::H2,Nfrkb,Nuclear factor related to kappa-B-binding protein,ATP,OG0003990
OG0003990::NA,nfrkb,Nuclear factor related to kappa-B-binding protein,ATP,OG0003990
OG0004116::H1,ARP4,Actin-related protein 4,ATP,OG0004116
OG0004116::H2,ARP4,Actin-related protein 4,ATP,OG0004116
OG0004711::H2,Eaf6,Chromatin modification-related protein MEAF6,ATP,OG0004711
OG0005173::H1,Epc2,Enhancer of polycomb homolog 2,ATP,OG0005173
OG0005173::H2,Epc2,Enhancer of polycomb homolog 2,ATP,OG0005173
OG0005796::H1,BRM,ATP-dependent helicase BRM,ATP,OG0005796
OG0005796::H2,BRM,ATP-dependent helicase BRM,ATP,OG0005796
OG0005962::H1,SWC4,SWR1-complex protein 4,ATP,OG0005962
OG0005962::H2,SWC4,SWR1-complex protein 4,ATP,OG0005962
OG0006032::H1,SWI3C,SWI/SNF complex subunit SWI3C,ATP,OG0006032
OG0006032::H2,SWI3C,SWI/SNF complex subunit SWI3C,ATP,OG0006032
OG0006094::H1,PKL,CHD3-type chromatin-remodeling factor PICKLE,ATP,OG0006094
OG0006094::H2,PKL,CHD3-type chromatin-remodeling factor PICKLE,ATP,OG0006094
OG0006371::H1,CHR11,ISWI chromatin-remodeling complex ATPase CHR11,ATP,OG0006371
OG0006371::H2,CHR11,ISWI chromatin-remodeling complex ATPase CHR11,ATP,OG0006371
OG0006399::H1,UCH2,Ubiquitin carboxyl-terminal hydrolase 2,ATP,OG0006399
OG0006399::H2,UCH2,Ubiquitin carboxyl-terminal hydrolase 2,ATP,OG0006399
OG0006677::H2,ruvbl2,RuvB-like 2,ATP,OG0006677
OG0007111::H1,BRPF3,Bromodomain and PHD finger-containing protein 3,ATP,OG0007111
OG0007111::H2,BRPF3,Bromodomain and PHD finger-containing protein 3,ATP,OG0007111
OG0007199::H1,EEN,Protein EIN6 ENHANCER,ATP,OG0007199
OG0007199::H2,EEN,Protein EIN6 ENHANCER,ATP,OG0007199
OG0007472::H1,RIN1,RuvB-like protein 1,ATP,OG0007472
OG0007472::H2,RIN1,RuvB-like protein 1,ATP,OG0007472
OG0007625::H1,SWI3D,SWI/SNF complex subunit SWI3D,ATP,OG0007625
OG0041106::H1,SWI3D,SWI/SNF complex subunit SWI3D,ATP,OG0041106
OG0007625::H2,SWI3D,SWI/SNF complex subunit SWI3D,ATP,OG0007625
OG0053752::H2,SWI3D,SWI/SNF complex subunit SWI3D,ATP,OG0053752
OG0007943::H1,SWC6,SWR1 complex subunit 6,ATP,OG0007943
OG0008138::H2,HDA9,Histone deacetylase 9,ATP,OG0008138
OG0008324::H2,ARP9,Actin-related protein 9,ATP,OG0008324
OG0008966::H1,ARP6,Actin-related protein 6,ATP,OG0008966
OG0008966::H2,ARP6,Actin-related protein 6,ATP,OG0008966
OG0009032::H1,BSH,Chromatin structure-remodeling complex protein BSH,ATP,OG0009032
OG0009217::H1,PIE1,Protein PHOTOPERIOD-INDEPENDENT EARLY FLOWERING 1,ATP,OG0009217
OG0009217::H2,PIE1,Protein PHOTOPERIOD-INDEPENDENT EARLY FLOWERING 1,ATP,OG0009217
OG0009797::H1,ARP5,Actin-related protein 5,ATP,OG0009797
OG0009859::H2,INO80,Chromatin-remodeling ATPase INO80,ATP,OG0009859
OG0009886::H1,SWI3A,SWI/SNF complex subunit SWI3A homolog,ATP,OG0009886
OG0057894::H1,SWI3A,SWI/SNF complex subunit SWI3A,ATP,OG0057894
OG0009886::H2,SWI3A,SWI/SNF complex subunit SWI3A,ATP,OG0009886
OG0010330::H1,SWI3B,SWI/SNF complex subunit SWI3B,ATP,OG0010330
OG0010330::H2,SWI3B,SWI/SNF complex subunit SWI3B,ATP,OG0010330
OG0042932::H2,SWI3B,SWI/SNF complex subunit SWI3B,ATP,OG0042932
OG0010375::H1,NF-YB11,DNA polymerase II subunit B4,ATP,OG0010375
OG0011082::H2,SWC2,SWR1 complex subunit 2,ATP,OG0011082
OG0042470::NA,H2AV,Histone H2A variant 1,ATP,OG0042470
OG0018865::H1,MSI4,WD-40 repeat-containing protein MSI4,ATP,OG0018865
OG0018136::H1,PIE1,Protein PHOTOPERIOD-INDEPENDENT EARLY FLOWERING 1,ATP,OG0018136
OG0026937::NA,RAT5,Histone H2A.6,ATP,OG0026937
OG0034617::NA,At5g14170,SWI/SNF complex component SNF12 homolog,ATP,OG0034617
OG0034611::NA,RIN1,RuvB-like protein 1,ATP,OG0034611
OG0017511::NA,MSI4,WD-40 repeat-containing protein MSI4,ATP,OG0017511
OG0042439::NA,H2AV,Histone H2A variant 1,ATP,OG0042439
OG0000327::H2,ATG8CL,Autophagy-related protein 8C-like,Autophagy,OG0000327
OG0000327::H1,ATG8CL,Autophagy-related protein 8C-like,Autophagy,OG0000327
OG0004161::H1,ATG9,Autophagy-related protein 9,Autophagy,OG0004161
OG0004161::H2,ATG9,Autophagy-related protein 9,Autophagy,OG0004161
OG0056305::H2,ATG9,Autophagy-related protein 9,Autophagy,OG0056305
OG0004396::H2,TOR,Serine/threonine-protein kinase TOR,Autophagy,OG0004396
OG0004844::H1,ATG11,Autophagy-related protein 11,Autophagy,OG0004844
OG0004844::H2,ATG11,Autophagy-related protein 11,Autophagy,OG0004844
OG0004953::H1,RAPTOR1,Regulatory-associated protein of TOR 1,Autophagy,OG0004953
OG0005581::H1,ATG13A,Autophagy-related protein 13a,Autophagy,OG0005581
OG0005581::H2,ATG13A,Autophagy-related protein 13a,Autophagy,OG0005581
OG0005915::H1,ATG3,Autophagy-related protein 3,Autophagy,OG0005915
OG0005915::H2,ATG3,Autophagy-related protein 3,Autophagy,OG0005915
OG0006150::H1,TAP46,PP2A regulatory subunit TAP46,Autophagy,OG0006150
OG0006150::H2,TAP46,PP2A regulatory subunit TAP46,Autophagy,OG0006150
OG0006186::H1,ATG4A,Cysteine protease ATG4a,Autophagy,OG0006186
OG0006186::H2,ATG4,Cysteine protease ATG4,Autophagy,OG0006186
OG0006781::H1,ATG1C,Serine/threonine-protein kinase ATG1c,Autophagy,OG0006781
OG0006781::H2,ATG1C,Serine/threonine-protein kinase ATG1c,Autophagy,OG0006781
OG0007167::H1,ATG16,Autophagy-related protein 16,Autophagy,OG0007167
OG0007167::H2,ATG16,Autophagy-related protein 16,Autophagy,OG0007167
OG0007573::H1,VPS15,Serine/threonine-protein kinase VPS15,Autophagy,OG0007573
OG0007697::H2,ATG2,Autophagy-related protein 2,Autophagy,OG0007697
OG0008007::H2,ATG5,Autophagy protein 5,Autophagy,OG0008007
OG0008007::H1,ATG5,Autophagy protein 5,Autophagy,OG0008007
OG0008040::H2,ATG8I,Autophagy-related protein 8i,Autophagy,OG0008040
OG0008196::H1,ATG7,Ubiquitin-like modifier-activating enzyme atg7,Autophagy,OG0008196
OG0008196::H2,ATG7,Ubiquitin-like modifier-activating enzyme atg7,Autophagy,OG0008196
OG0008578::H1,ATG101,Autophagy-related protein 101,Autophagy,OG0008578
OG0008578::H2,ATG101,Autophagy-related protein 101,Autophagy,OG0008578
OG0009027::H2,LST8,Target of rapamycin complex subunit LST8,Autophagy,OG0009027
OG0009346::H2,ATG12,Ubiquitin-like protein ATG12,Autophagy,OG0009346
OG0009346::NA,ATG12,Ubiquitin-like protein ATG12,Autophagy,OG0009346
OG0009875::H1,ATG18B,Autophagy-related protein 18b,Autophagy,OG0009875
OG0009891::H2,ATG10,Ubiquitin-like-conjugating enzyme ATG10,Autophagy,OG0009891
OG0009891::NA,ATG10,Ubiquitin-like-conjugating enzyme ATG10,Autophagy,OG0009891
OG0010564::H1,ATG6,Beclin-1-like protein,Autophagy,OG0010564
OG0027200::NA,ATG3,Autophagy-related protein 3,Autophagy,OG0027200
OG0056305::NA,ATG9,Autophagy-related protein 9,Autophagy,OG0056305
OG0010176::H2,REV7,DNA polymerase zeta processivity subunit,Bacterial invasion of epithelial cells,OG0010176
OG0002063::H1,CPRF2,Light-inducible protein CPRF2,Regulation,OG0002063
OG0002063::H2,CPRF2,Light-inducible protein CPRF2,Regulation,OG0002063
OG0002594::H1,RVE1,Protein REVEILLE 1,Regulation,OG0002594
OG0002594::H2,RVE1,Protein REVEILLE 1,Regulation,OG0002594
OG0003833::H1,LHY,Protein LATE ELONGATED HYPOCOTYL,Regulation,OG0003833
OG0003833::H2,LHY,Protein LATE ELONGATED HYPOCOTYL,Regulation,OG0003833
OG0000224::H1,GATA1,GATA transcription factor 1,Regulation,OG0000224
OG0000224::H2,GATA1,GATA transcription factor 1,Regulation,OG0000224
OG0017668::H2,,hypothetical protein,Regulation,OG0017668
OG0014273::H2,,hypothetical protein,Regulation,OG0014273
OG0016664::H2,,hypothetical protein,Regulation,OG0016664
OG0015231::H2,GATA10,GATA transcription factor 10,Regulation,OG0015231
OG0014273::NA,,hypothetical protein,Regulation,OG0014273
OG0016664::NA,,hypothetical protein,Regulation,OG0016664
OG0017668::NA,,hypothetical protein,Regulation,OG0017668
OG0003278::H1,CPRF1,Common plant regulatory factor 1,Regulation,OG0003278
OG0003278::H2,CPRF1,Common plant regulatory factor 1,Regulation,OG0003278
OG0004040::H1,LUX,Transcription factor LUX,Regulation,OG0004040
OG0002476::H2,SPT,Transcription factor SPATULA,Regulation,OG0002476
OG0002476::H1,SPT,Transcription factor SPATULA,Regulation,OG0002476
OG0002476::NA,,hypothetical protein,Regulation,OG0002476
OG0006099::H1,PIF1,Transcription factor PIF1,Regulation,OG0006099
OG0006099::H2,PIF1,Transcription factor PIF1,Regulation,OG0006099
OG0000692::H1,PCF1,Transcription factor PCF1,Regulation,OG0000692
OG0000692::H2,PCF1,Transcription factor PCF1,Regulation,OG0000692
OG0025371::H2,TAF4,Transcription initiation factor TFIID subunit 4,Regulation,OG0025371
OG0000946::H1,TAF8,Transcription initiation factor TFIID subunit 8,Regulation,OG0000946
OG0000946::H2,TAF8,Transcription initiation factor TFIID subunit 8,Regulation,OG0000946
OG0000962::H1,TBP,TATA-box-binding protein,Regulation,OG0000962
OG0000962::H2,TBP,TATA-box-binding protein,Regulation,OG0000962
OG0001924::H1,TFIIB2,Transcription initiation factor IIB-2,Regulation,OG0001924
OG0001924::H2,TFIIB2,Transcription initiation factor IIB-2,Regulation,OG0001924
OG0002769::H1,GTF2F2,General transcription factor IIF subunit 2,Regulation,OG0002769
OG0002769::H2,GTF2F2,General transcription factor IIF subunit 2,Regulation,OG0002769
OG0003048::H1,TAF6,Transcription initiation factor TFIID subunit 6,Regulation,OG0003048
OG0003048::H2,TAF6,Transcription initiation factor TFIID subunit 6,Regulation,OG0003048
OG0003048::NA,TAF6,Transcription initiation factor TFIID subunit 6,Regulation,OG0003048
OG0003219::H1,toa1,Transcription initiation factor IIA large subunit,Regulation,OG0003219
OG0003219::H2,GTF2A1,Transcription initiation factor IIA subunit 1,Regulation,OG0003219
OG0003219::NA,GTF2A1,Transcription initiation factor IIA subunit 1,Regulation,OG0003219
OG0003403::H1,TAF4B,Transcription initiation factor TFIID subunit 4b,Regulation,OG0003403
OG0003403::H2,TAF4B,Transcription initiation factor TFIID subunit 4b,Regulation,OG0003403
OG0003487::H1,gtf2e2,General transcription factor IIE subunit 2,Regulation,OG0003487
OG0003494::H1,TFIIA-S,Transcription initiation factor IIA subunit 2,Regulation,OG0003494
OG0003494::H2,TFIIA-S,Transcription initiation factor IIA subunit 2,Regulation,OG0003494
OG0004327::H1,TAF9,Transcription initiation factor TFIID subunit 9,Regulation,OG0004327
OG0004408::H1,TAF7,Transcription initiation factor TFIID subunit 7,Regulation,OG0004408
OG0004408::H2,TAF7,Transcription initiation factor TFIID subunit 7,Regulation,OG0004408
OG0004783::H2,TAF1,Transcription initiation factor TFIID subunit 1,Regulation,OG0004783
OG0040405::H2,TAF1,Transcription initiation factor TFIID subunit 1,Regulation,OG0040405
OG0029451::H2,TAF1,Transcription initiation factor TFIID subunit 1,Regulation,OG0029451
OG0004877::H2,TAF13,Transcription initiation factor TFIID subunit 13,Regulation,OG0004877
OG0005140::H1,gtf2e1-1,General transcription factor IIE subunit 1,Regulation,OG0005140
OG0005140::H2,gtf2e1-1,General transcription factor IIE subunit 1,Regulation,OG0005140
OG0005162::H1,XPD,General transcription and DNA repair factor IIH helicase subunit XPD,Regulation,OG0005162
OG0027884::H1,XPD,General transcription and DNA repair factor IIH helicase subunit XPD,Regulation,OG0027884
OG0005162::H2,XPD,General transcription and DNA repair factor IIH helicase subunit XPD,Regulation,OG0005162
OG0005162::NA,XPD,General transcription and DNA repair factor IIH helicase subunit XPD,Regulation,OG0005162
OG0027884::NA,XPD,General transcription and DNA repair factor IIH helicase subunit XPD,Regulation,OG0027884
OG0005164::H1,CYCH1-1,Cyclin-H1-1,Regulation,OG0005164
OG0005164::H2,CYCH1-1,Cyclin-H1-1,Regulation,OG0005164
OG0005262::H1,TFB2,General transcription and DNA repair factor IIH subunit TFB2,Regulation,OG0005262
OG0005262::H2,TFB2,General transcription and DNA repair factor IIH subunit TFB2,Regulation,OG0005262
OG0005262::NA,TFB2,General transcription and DNA repair factor IIH subunit TFB2,Regulation,OG0005262
OG0005266::H1,TAF11,Transcription initiation factor TFIID subunit 11,Regulation,OG0005266
OG0005708::H1,CDKD-1,Cyclin-dependent kinase D-1,Regulation,OG0005708
OG0005762::H1,TAF2,Transcription initiation factor TFIID subunit 2,Regulation,OG0005762
OG0056285::H2,TAF2,Transcription initiation factor TFIID subunit 2,Regulation,OG0056285
OG0006161::H1,TAF5,Transcription initiation factor TFIID subunit 5,Regulation,OG0006161
OG0006161::H2,TAF5,Transcription initiation factor TFIID subunit 5,Regulation,OG0006161
OG0006361::H1,TFB1-1,General transcription and DNA repair factor IIH subunit TFB1-1,Regulation,OG0006361
OG0006361::H2,TFB1-1,General transcription and DNA repair factor IIH subunit TFB1-1,Regulation,OG0006361
OG0006361::NA,TFB1-1,General transcription and DNA repair factor IIH subunit TFB1-1,Regulation,OG0006361
OG0006782::H1,TAF12B,Transcription initiation factor TFIID subunit 12b,Regulation,OG0006782
OG0006782::H2,TAF12B,Transcription initiation factor TFIID subunit 12b,Regulation,OG0006782
OG0006860::H1,RAP74,Transcription initiation factor IIF subunit alpha,Regulation,OG0006860
OG0007220::H1,Mnat1,CDK-activating kinase assembly factor MAT1,Regulation,OG0007220
OG0007598::H2,XPB1,General transcription and DNA repair factor IIH helicase subunit XPB1,Regulation,OG0007598
OG0007838::H2,GTF2H2,General transcription factor IIH subunit 2,Regulation,OG0007838
OG0007906::H2,TAF10,Transcription initiation factor TFIID subunit 10,Regulation,OG0007906
OG0008393::H2,TFB1-1,General transcription and DNA repair factor IIH subunit TFB1-1,Regulation,OG0008393
OG0009146::H2,TFB5,General transcription and DNA repair factor IIH subunit TFB5,Regulation,OG0009146
OG0009334::H2,TFB4,General transcription and DNA repair factor IIH subunit TFB4,Regulation,OG0009334
OG0010290::H2,PBRP1,Plant-specific TFIIB-related protein 1,Regulation,OG0010290
OG0010935::H1,TAF12,Transcription initiation factor TFIID subunit 12,Regulation,OG0010935
OG0010935::H2,TAF12,Transcription initiation factor TFIID subunit 12,Regulation,OG0010935
OG0056285::NA,TAF2,Transcription initiation factor TFIID subunit 2,Regulation,OG0056285
OG0034371::NA,RAP74,Transcription initiation factor IIF subunit alpha,Regulation,OG0034371
OG0020630::NA,TFB1-1,General transcription and DNA repair factor IIH subunit TFB1-1,Regulation,OG0020630
OG0057189::NA,RAP74,Transcription initiation factor IIF subunit alpha,Regulation,OG0057189
OG0023435::NA,TAF1,Transcription initiation factor TFIID subunit 1,Regulation,OG0023435
OG0003098::H1,guaA,Probable GMP synthase [glutamine-hydrolyzing],Base excision repair,OG0003098
OG0003098::H2,guaA,Probable GMP synthase [glutamine-hydrolyzing],Base excision repair,OG0003098
OG0003544::H2,mag2,Alkylbase DNA glycosidase-like protein mag2,Base excision repair,OG0003544
OG0003544::H1,yfjP,Putative DNA-3-methyladenine glycosylase YfjP,Base excision repair,OG0003544
OG0004679::H2,LIG1,DNA ligase 1,Base excision repair,OG0004679
OG0004683::H2,tag,DNA-3-methyladenine glycosylase 1,Base excision repair,OG0004683
OG0004683::H1,guaA,Probable GMP synthase [glutamine-hydrolyzing],Base excision repair,OG0004683
